user_id,Dinero Gastado,P de Recomendacion,Cantidad de Items
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,34.99,0.0,102
76561197995098683,34.99,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,7.99,0.0,102
76561197995098683,7.99,0.0,102
76561197995098683,7.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,34.99,0.0,102
76561197995098683,34.99,0.0,102
76561197995098683,34.99,0.0,102
76561197995098683,34.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,39.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,29.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,24.99,0.0,102
76561197995098683,24.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,0.0,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,12.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,7.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,14.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,7.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,19.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,9.99,0.0,102
76561197995098683,7.99,0.0,102
76561197995098683,4.99,0.0,102
76561197995098683,4.99,0.0,102
76561198295350017,9.99,0.0,41
76561198295350017,19.99,0.0,41
76561198295350017,19.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,14.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,19.99,0.0,41
76561198295350017,19.99,0.0,41
76561198295350017,14.99,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,0.0,0.0,41
76561198295350017,39.99,0.0,41
76561198295350017,39.99,0.0,41
76561198295350017,29.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,19.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,19.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,7.99,0.0,41
76561198295350017,19.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,7.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,9.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,4.99,0.0,41
76561198295350017,9.99,0.0,41
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,14.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,14.99,0.0,35
12DeAgostoAs12HRSe26MIN,14.99,0.0,35
12DeAgostoAs12HRSe26MIN,14.99,0.0,35
12DeAgostoAs12HRSe26MIN,14.99,0.0,35
12DeAgostoAs12HRSe26MIN,14.99,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,39.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,0.0,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,19.99,0.0,35
12DeAgostoAs12HRSe26MIN,4.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,7.99,0.0,35
12DeAgostoAs12HRSe26MIN,4.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,9.99,0.0,35
12DeAgostoAs12HRSe26MIN,7.99,0.0,35
12DeAgostoAs12HRSe26MIN,4.99,0.0,35
fazz,9.99,0.0,21
fazz,14.99,0.0,21
fazz,19.99,0.0,21
fazz,19.99,0.0,21
fazz,19.99,0.0,21
fazz,19.99,0.0,21
fazz,19.99,0.0,21
fazz,9.99,0.0,21
fazz,19.99,0.0,21
fazz,19.99,0.0,21
fazz,19.99,0.0,21
fazz,4.99,0.0,21
fazz,9.99,0.0,21
fazz,4.99,0.0,21
fazz,4.99,0.0,21
fazz,4.99,0.0,21
fazz,9.99,0.0,21
fazz,4.99,0.0,21
fazz,4.99,0.0,21
fazz,4.99,0.0,21
fazz,9.99,0.0,21
76561197991992793,9.99,100.0,25
76561197991992793,39.99,100.0,25
76561197991992793,14.99,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,4.99,100.0,25
76561197991992793,4.99,100.0,25
76561197991992793,4.99,100.0,25
76561197991992793,19.99,100.0,25
76561197991992793,19.99,100.0,25
76561197991992793,19.99,100.0,25
76561197991992793,19.99,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,0.0,100.0,25
76561197991992793,19.99,100.0,25
